0.034899496, -0.99939084, -0.0
6.123234E-17, -1.0, -0.0
0.034878235, -0.99939084, -0.0012179748
6.119504E-17, -1.0, -2.1369779E-18
0.034814484, -0.99939084, -0.0024344656
6.1083185E-17, -1.0, -4.2713522E-18
0.034708314, -0.99939084, -0.0036479908
6.0896904E-17, -1.0, -6.4005226E-18
0.034559857, -0.99939084, -0.004857071
6.0636435E-17, -1.0, -8.521895E-18
0.034369294, -0.99939084, -0.006060234
6.030208E-17, -1.0, -1.0632885E-17
0.034136858, -0.99939084, -0.007256013
5.989427E-17, -1.0, -1.2730919E-17
0.033862833, -0.99939084, -0.008442952
5.941348E-17, -1.0, -1.4813445E-17
0.033547547, -0.99939084, -0.009619605
5.8860306E-17, -1.0, -1.687792E-17
0.033191394, -0.99939084, -0.0107845375
5.823542E-17, -1.0, -1.8921834E-17
0.0327948, -0.99939084, -0.011936331
5.7539583E-17, -1.0, -2.0942696E-17
0.032358248, -0.99939084, -0.01307358
5.677364E-17, -1.0, -2.2938038E-17
0.031882275, -0.99939084, -0.014194904
5.5938526E-17, -1.0, -2.4905437E-17
0.03136746, -0.99939084, -0.015298932
5.5035264E-17, -1.0, -2.6842492E-17
0.030814424, -0.99939084, -0.01638432
5.406495E-17, -1.0, -2.8746846E-17
0.030223848, -0.99939084, -0.017449748
5.3028762E-17, -1.0, -3.061617E-17
0.030223848, -0.99939084, -0.017449748
5.3028762E-17, -1.0, -3.061617E-17
0.02959645, -0.99939084, -0.018493915
5.192797E-17, -1.0, -3.2448198E-17
0.028932992, -0.99939084, -0.01951555
5.0763912E-17, -1.0, -3.424069E-17
0.028234284, -0.99939084, -0.020513408
4.9538007E-17, -1.0, -3.599147E-17
0.027501179, -0.99939084, -0.021486277
4.8251745E-17, -1.0, -3.7698396E-17
0.026734564, -0.99939084, -0.022432964
4.6906696E-17, -1.0, -3.9359394E-17
0.02593538, -0.99939084, -0.023352321
4.55045E-17, -1.0, -4.0972436E-17
0.025104595, -0.99939084, -0.024243228
4.404686E-17, -1.0, -4.2535563E-17
0.024243228, -0.99939084, -0.025104595
4.2535563E-17, -1.0, -4.404686E-17
0.023352321, -0.99939084, -0.02593538
4.0972436E-17, -1.0, -4.55045E-17
0.022432964, -0.99939084, -0.026734564
3.9359394E-17, -1.0, -4.6906696E-17
0.021486277, -0.99939084, -0.027501179
3.7698396E-17, -1.0, -4.8251745E-17
0.020513408, -0.99939084, -0.028234284
3.599147E-17, -1.0, -4.9538007E-17
0.01951555, -0.99939084, -0.028932992
3.424069E-17, -1.0, -5.0763912E-17
0.018493915, -0.99939084, -0.02959645
3.2448198E-17, -1.0, -5.192797E-17
0.017449748, -0.99939084, -0.030223848
3.061617E-17, -1.0, -5.3028762E-17
0.017449748, -0.99939084, -0.030223848
3.061617E-17, -1.0, -5.3028762E-17
0.01638432, -0.99939084, -0.030814424
2.8746846E-17, -1.0, -5.406495E-17
0.015298932, -0.99939084, -0.03136746
2.6842492E-17, -1.0, -5.5035264E-17
0.014194904, -0.99939084, -0.031882275
2.4905437E-17, -1.0, -5.5938526E-17
0.01307358, -0.99939084, -0.032358248
2.2938038E-17, -1.0, -5.677364E-17
0.011936331, -0.99939084, -0.0327948
2.0942696E-17, -1.0, -5.7539583E-17
0.0107845375, -0.99939084, -0.033191394
1.8921834E-17, -1.0, -5.823542E-17
0.009619605, -0.99939084, -0.033547547
1.687792E-17, -1.0, -5.8860306E-17
0.008442952, -0.99939084, -0.033862833
1.4813445E-17, -1.0, -5.941348E-17
0.007256013, -0.99939084, -0.034136858
1.2730919E-17, -1.0, -5.989427E-17
0.006060234, -0.99939084, -0.034369294
1.0632885E-17, -1.0, -6.030208E-17
0.004857071, -0.99939084, -0.034559857
8.521895E-18, -1.0, -6.0636435E-17
0.0036479908, -0.99939084, -0.034708314
6.4005226E-18, -1.0, -6.0896904E-17
0.0024344656, -0.99939084, -0.034814484
4.2713522E-18, -1.0, -6.1083185E-17
0.0012179748, -0.99939084, -0.034878235
2.1369779E-18, -1.0, -6.119504E-17
2.1369779E-18, -0.99939084, -0.034899496
3.7493998E-33, -1.0, -6.123234E-17
2.1369779E-18, -0.99939084, -0.034899496
3.7493998E-33, -1.0, -6.123234E-17
-0.0012179748, -0.99939084, -0.034878235
-2.1369779E-18, -1.0, -6.119504E-17
-0.0024344656, -0.99939084, -0.034814484
-4.2713522E-18, -1.0, -6.1083185E-17
-0.0036479908, -0.99939084, -0.034708314
-6.4005226E-18, -1.0, -6.0896904E-17
-0.004857071, -0.99939084, -0.034559857
-8.521895E-18, -1.0, -6.0636435E-17
-0.006060234, -0.99939084, -0.034369294
-1.0632885E-17, -1.0, -6.030208E-17
-0.007256013, -0.99939084, -0.034136858
-1.2730919E-17, -1.0, -5.989427E-17
-0.008442952, -0.99939084, -0.033862833
-1.4813445E-17, -1.0, -5.941348E-17
-0.009619605, -0.99939084, -0.033547547
-1.687792E-17, -1.0, -5.8860306E-17
-0.0107845375, -0.99939084, -0.033191394
-1.8921834E-17, -1.0, -5.823542E-17
-0.011936331, -0.99939084, -0.0327948
-2.0942696E-17, -1.0, -5.7539583E-17
-0.01307358, -0.99939084, -0.032358248
-2.2938038E-17, -1.0, -5.677364E-17
-0.014194904, -0.99939084, -0.031882275
-2.4905437E-17, -1.0, -5.5938526E-17
-0.015298932, -0.99939084, -0.03136746
-2.6842492E-17, -1.0, -5.5035264E-17
-0.01638432, -0.99939084, -0.030814424
-2.8746846E-17, -1.0, -5.406495E-17
-0.017449748, -0.99939084, -0.030223848
-3.061617E-17, -1.0, -5.3028762E-17
-0.017449748, -0.99939084, -0.030223848
-3.061617E-17, -1.0, -5.3028762E-17
-0.018493915, -0.99939084, -0.02959645
-3.2448198E-17, -1.0, -5.192797E-17
-0.01951555, -0.99939084, -0.028932992
-3.424069E-17, -1.0, -5.0763912E-17
-0.020513408, -0.99939084, -0.028234284
-3.599147E-17, -1.0, -4.9538007E-17
-0.021486277, -0.99939084, -0.027501179
-3.7698396E-17, -1.0, -4.8251745E-17
-0.022432964, -0.99939084, -0.026734564
-3.9359394E-17, -1.0, -4.6906696E-17
-0.023352321, -0.99939084, -0.02593538
-4.0972436E-17, -1.0, -4.55045E-17
-0.024243228, -0.99939084, -0.025104595
-4.2535563E-17, -1.0, -4.404686E-17
-0.025104595, -0.99939084, -0.024243228
-4.404686E-17, -1.0, -4.2535563E-17
-0.02593538, -0.99939084, -0.023352321
-4.55045E-17, -1.0, -4.0972436E-17
-0.026734564, -0.99939084, -0.022432964
-4.6906696E-17, -1.0, -3.9359394E-17
-0.027501179, -0.99939084, -0.021486277
-4.8251745E-17, -1.0, -3.7698396E-17
-0.028234284, -0.99939084, -0.020513408
-4.9538007E-17, -1.0, -3.599147E-17
-0.028932992, -0.99939084, -0.01951555
-5.0763912E-17, -1.0, -3.424069E-17
-0.02959645, -0.99939084, -0.018493915
-5.192797E-17, -1.0, -3.2448198E-17
-0.030223848, -0.99939084, -0.017449748
-5.3028762E-17, -1.0, -3.061617E-17
-0.030223848, -0.99939084, -0.017449748
-5.3028762E-17, -1.0, -3.061617E-17
-0.030814424, -0.99939084, -0.01638432
-5.406495E-17, -1.0, -2.8746846E-17
-0.03136746, -0.99939084, -0.015298932
-5.5035264E-17, -1.0, -2.6842492E-17
